,Job Title,Salary Estimate,Rating,Company Name,Description,Location,size,type,sector,founded,industry,revenue
87,"Staff Software Engineer, Site Reliability Engineering",-1,4.5,"Google
4.5","Minimum qualifications:
10 years of experience in a production environment
Experience architecting, developing, and troubleshooting systems
Experience coding in one or more of the following programming languages: C, C++, Java, Python, and/or Go
Experience with algorithms and data structures and/or Unix/Linux systems internals (e.g., filesystems, system calls, etc.) and administration

Preferred qualifications:
Bachelor's degree in Computer Science, a similar technical field, or equivalent practical experience
10 years of experience in computing, distributed systems, storage, or networking
Experience designing, analyzing, and troubleshooting large-scale distributed systems
About the job
Site Reliability Engineering (SRE) combines software and systems engineering to build and run large-scale, massively distributed, fault-tolerant systems. SRE ensures that Google's services—both our internally critical and our externally-visible systems—have reliability, uptime appropriate to users' needs and a fast rate of improvement. Additionally SRE’s will keep an ever-watchful eye on our systems capacity and performance. Much of our software development focuses on optimizing existing systems, building infrastructure and eliminating work through automation.

On the SRE team, you’ll have the opportunity to manage the complex challenges of scale which are unique to Google, while using your expertise in coding, algorithms, complexity analysis and large-scale system design.

SRE's culture of diversity, intellectual curiosity, problem solving and openness is key to its success. Our organization brings together people with a wide variety of backgrounds, experiences and perspectives. We encourage them to collaborate, think big and take risks in a blame-free environment. We promote self-direction to work on meaningful projects, while we also strive to create an environment that provides the support and mentorship needed to learn and grow.

To learn more: check out our books on Site Reliability Engineering or read a career profile about why a Software Engineer chose to join SRE.
In this role, you will be a domain expert and thought leader in system design, software platforms and frameworks, capacity planning, and launch reviews. You'll provide global technical leadership across Site Reliability Engineering and Product Engineering teams.
Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.
Responsibilities
Lead designs of software components, systems, and features to improve the availability, scalability, latency, and efficiency of Google's services.
Lead sustainable incident response, postmortems, and production improvements that result in direct business opportunities.
Provide guidance to other team members on managing availability and performance of services, building automation to prevent problem recurrence, and building automated responses for non-exceptional service conditions.
Mentor and train other team members on design techniques and coding standards, and cultivate innovation and collaboration.
Manage projects priorities, deadlines, and deliverables.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.
Apply Now: click Apply Now
Show Less","Seattle, WA",10000+ Employees,Company - Public,Information Technology,1998,Internet & Web Services,$10+ billion (USD)
88,Geospatial Systems Software Engineer I,Employer Provided Salary:$67K - $118K,3.9,"Parsons
3.9","In a world of possibilities, pursue one with endless opportunities. Imagine Next!
When it comes to what you want in your career, if you can imagine it, you can do it at Parsons. Imagine a career working with intelligent, diverse people sharing a common quest. Imagine a workplace where you can be yourself. Where you can thrive. Where you can find your next, right now. We’ve got what you’re looking for.
Job Description:
What Required Skills You'll Bring:
Experience writing JavaScript-based applications.
Experience working with geospatial and/or GIS data products.
Passion for 3D data and/or image processing.
Ability to work on a team as well as independently.
What Desired Skills You'll Bring:
Prior experience working with LiDAR or other 3D data systems.
Familiarity Node JS and React JS frameworks.
Familiarity with NoSQL databases like MongoDB.
Experience with JavaScript 3D rendering libraries like ThreeJS.
Familiarity with docker (Docker for windows is a major plus).
Ability to work in both windows and linux environments.
Minimum Clearance Required to Start:
Not Applicable/None
This position is part of our Federal Solutions team.
Our Federal Solutions segment delivers resources to our US government customers that ensure the success of missions around the globe. Our diverse, intelligent employees drive the state of the art as they provide services and solutions in the areas of defense, security, intelligence, infrastructure, and environmental. We promote a culture of excellence and close-knit teams that take pride in delivering, protecting, and sustaining our nation's most critical assets, from Earth to cyberspace. Throughout the company, our people are anticipating what’s next to deliver the solutions our customers need now.
Salary Range: $67,400.00 - $118,000.00
The position may require a COVID vaccination or an approved accommodation/exemption for a disability/medical condition or religious belief as required by federal, state, provincial or local mandates or customer requirements.
Parsons is an equal opportunity employer committed to diversity, equity, inclusion, and accessibility in the workplace. Diversity is ingrained in who we are, how we do business, and is one of our company’s core values. Parsons equally employs representation at all job levels for minority, female, disabled, protected veteran and LGBTQ+.
We truly invest and care about our employee’s wellbeing and provide endless growth opportunities as the sky is the limit, so aim for the stars! Imagine next and join the Parsons quest—APPLY TODAY!
Show Less","Seattle, WA",10000+ Employees,Company - Public,Information Technology,1944,Information Technology Support Services,$1 to $5 billion (USD)
89,Software Developer,$94K - $144K (Glassdoor est.),4.5,"D. E. Shaw & Co., L.P.
4.5","Technology is integral to virtually everything the D. E. Shaw group does, which is why we seek exceptional software developers with a range of quantitative and programming abilities. Members of our technical staff collaborate on challenging problems that directly impact the firm’s continued success, utilizing their excellent analytical, mathematical, and software design skills as well as some of the most advanced computing resources in the world. Software developers have the opportunity to be part of an inclusive, collaborative, and engaging working environment.
Show Less","Seattle, WA",1001 to 5000 Employees,Company - Private,Financial Services,1988,Investment & Asset Management,Unknown / Non-Applicable
90,Software Engineer I,-1,3.7,"Disney Store
3.7","Disney Streaming is looking for a motivated Software Engineer to join the Growth
Life Engineering team. The Growth Lifecycle engineering group is responsible for
orchestrating the customer flow and integrating with various other backend services
during signups for Disney+, ESPN+, and Hulu. We own and support many tier-1
services that need to be highly available in all regions.
We are a fast-paced and fast-growing org, and you will have influence over the
services and tools built by the team. You will also have an opportunity to learn
about the international landscape and challenges in the areas of billing, payments,
subscriptions, offers, and promotions as our streaming services launch around the
world over the next few years.
Responsibilities
Design and implement tier-1 microservices in Java and/or Scala.
Implement asynchronous processes to run in the cloud for various data
transformation operations.
Work on tech design for various initiatives and projects as per business
needs.
Be involved in code reviews for team members.
Participate in Agile methodology and SCRUM processes such as Sprint
Planning, Backlog grooming, Daily Standups, and Retrospectives with the
team.
Provide on-call support for critical services on a rotational basis.
Own features/functionality and deliver projects end-to-end with high quality
and robust architecture.
Communicate and work with multi-functional business partners.
Ramp up on new domains and technologies.
Basic Qualifications
Experience in backend server-side development
Knowledge of at least one object-oriented language.
Experience working with cloud providers.
Familiarity with databases (SQL and no-SQL)
Experience investigating technical components and taking ownership of
feature development.
Preferred Qualifications
Experience with Scala or Kotlin
Experience with developing applications in cloud platforms (e.g. AWS)
#DISNEYTECH
Show Less",North Carolina,10000+ Employees,Subsidiary or Business Segment,"Arts, Entertainment & Recreation",1901,Culture & Entertainment,$1 to $5 billion (USD)
91,Front End Developer,-1,4.3,"Comcentric
4.3","We have an immediate need for a Front-End Developer for a 6+ Month Contract (potential to convert) in Charlotte, NC. 100% Remote. This is a Front-End Developer position for a Fortune 100 American retail company.
Ideal candidate will have the following skills:
React/ReactJS
Redux
Micro Front End (MUST HAVE)
JavaScript
NodeJS
HTML
CSS
If qualified, interested, and available (or know of somebody who is), please reply with an updated resume and pay requirements for immediate consideration to emanuel.brito@comcentric.com.
Emanuel Brito
Recruiter
Comcentric Inc
emanuel.brito@comcentric.com
(720) 259-7679
Show Less",North Carolina,51 to 200 Employees,Company - Private,Information Technology,2003,Information Technology Support Services,$5 to $25 million (USD)
92,Entry Level Software Developer,-1,4.3,"Grant Street Group
4.3","Have you recently begun your software development career and are eager to gain more experience? If so, Grant Street Group may be for you.
We are currently offering all Software Developer hires a $5,000 signing bonus.
We have been hiring great Perl developers for many years, and we want to further expand our distributed team of talented and friendly developers. New hires are mentored by experienced developers and work on critical projects – your code may be released to production within a few days of joining! You can expect an exciting, cutting edge, and challenging environment where you will quickly acquire a wide range of skills.
What makes you the perfect fit for this opportunity?
Excellent organizational and communication skills
Excellent grades and a track record of success
Knowledge of software programming languages (dynamic languages such as Javascript, Ruby,
Python, and Perl are preferred)
Knowledge of relational databases and SQL
Knowledge of HTML, JavaScript, and CSS
Understanding of Object-Oriented programming
Fast learner
Here are just some of the tools and approaches we use. Experience with any of them is helpful:
MySQL
git
jQuery, Ajax
Go
Linux environments (RHEL, CentOS)
Amazon Web Services
Messaging frameworks (rabbitmq)
Docker
Grant Street Group’s culture reflects an emphasis on teamwork, high standards, individual responsibility, and work/life balance. We value potential over experience, and because we believe you’re more than just a resume, we have a unique application process. When you apply, you’ll have the opportunity to take a coding challenge to show us your skills so you’re guaranteed to get noticed by our team.
The anticipated start date for this position is in January 2023
We can’t wait to review your application! Please note that Grant Street may not consider your application if you have previously submitted an application for this role within the last 12 months. We thank you for your understanding.
Show Less",North Carolina,201 to 500 Employees,Company - Private,Information Technology,1997,Computer Hardware Development,$25 to $100 million (USD)
93,"Software Engineer, Fullstack",$111K - $169K (Glassdoor est.),4.9,"Notion
4.9","About Us:
We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.
We've been working on this together since 2016, and have customers like Pixar, Mitsubishi, Figma, Plaid, Match Group, and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.
What You'll Achieve:
You'll work with others to build new product features from start to finish: through conception, research, implementation, and maintenance. For example, you might build an editor for inline mathematical equations.
You'll help improve performance and reliability, or polish existing features. For example, you might make it easier to select text across multiple paragraphs.
You'll build internal tools to support simplicity and productivity for the whole team. This might include writing a script to import user feedback into Notion.
Skills You'll Need to Bring:
Thoughtful problem-solving: For you, problem-solving starts with a clear and accurate understanding of the context. You can decompose tricky problems and work towards a clean solution, by yourself or with teammates. You're comfortable asking for help when you get stuck.
Shipping quality user interfaces: You can work with others to build and maintain quality user interfaces for a big audience, using Web technologies like HTML, CSS, JavaScript, and a modern UI framework like React. If you've experienced the technical challenges of rapid growth, that's a plus.
Familiarity with the backend: You understand how parts of a system fit together—from the user interface to the data model. Experienced candidates should be familiar with relational database systems like Postgres or MySQL.
Pragmatic and business-oriented: You care about the business impact of what you're building, and you prioritize projects accordingly. You're not just going after cool stuff—you understand the balance between craft, speed, and the bottom line.
Put users first: You think critically about the implications of what you're building, and how it shapes real people's lives. You understand that reach comes with responsibility for our impact—good and bad.
Not ideological about technology: To you, technologies and programming languages are about tradeoffs. You may be opinionated, but you're not ideological and can learn new technologies as you go.
Empathetic communication: You communicate nuanced ideas clearly, whether you're explaining technical decisions in writing or brainstorming in real time. In disagreements, you engage thoughtfully with other perspectives and compromise when needed.
Team player: You understand when work is better, together. You enjoy collaborating cross-functionally to accomplish shared goals, and you care about learning, growing, and helping others to do the same.
Nice to Haves:
You're proficient with any part of our technology stack: React, TypeScript, Node.js, and Postgres.
You've heard of computing pioneers like Ada Lovelace, Douglas Engelbart, Alan Kay, and others—and understand why we're big fans of their work.
You have interests outside of technology, such as in art, history, or social sciences.
We hire talented and passionate people from a variety of backgrounds because we want our global employee base to represent the wide diversity of our customers. If you're excited about a role but your past experience doesn't align perfectly with every bullet point listed in the job description, we still encourage you to apply. If you're a builder at heart, share our company values, and enthusiastic about making software toolmaking ubiquitous, we want to hear from you.
Notion is proud to be an equal opportunity employer. We do not discriminate in hiring or any employment decision based on race, color, religion, national origin, age, sex (including pregnancy, childbirth, or related medical conditions), marital status, ancestry, physical or mental disability, genetic information, veteran status, gender identity or expression, sexual orientation, or other applicable legally protected characteristic. Notion considers qualified applicants with criminal histories, consistent with applicable federal, state and local law. Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation made due to a disability, please let your recruiter know.

#LI-Onsite
Show Less",North Carolina,201 to 500 Employees,Company - Private,Information Technology,2016,Enterprise Software & Network Solutions,Unknown / Non-Applicable
94,Software Engineer I,$85K - $117K (Glassdoor est.),3.9,"Disney Media & Entertainment Distribution
3.9","Description
Software Engineer I, Media Engineering

Media Engineering builds the software and systems that prepare media content and metadata for the Disney Streaming platform - providing the best possible playback experience to our viewers.
Media Engineering handles audio, video, and metadata content from ingest through publish - for normalization, processing, and packaging - supporting operator tools and automation for a scalable workflow. We build logic across players and back-end services to measure, control, and optimize playback across our stack.
Our combined Disney and Hulu team is looking for hardworking team players to join the Media Engineering team, who will thrive upon the legacy of Disney and Hulu, embrace unconventional thinking, and who are passionate about contributing to The Walt Disney Company’s direct-to-consumer (DTC) experience through strategic hard work and determination.
The Software Engineer I will be part of the Media Engineering team, which works on building out the scalable distributed systems for processing media that is core to our products.
Responsibilities
Design, develop, test, deploy, maintain and improve software
Manage individual project priorities, deadlines and deliverables
Qualifications
BA/BS degree in Computer Science or related software engineering field or equivalent practical experience
1-3 years of developing software products
Experience in programming with Scala or Javascript and proficient with one or more general purpose programming languages (Rust, Java, Scala, Javascript, C#, C++, etc)
Show Less",North Carolina,10000+ Employees,Company - Public,Media & Communication,1923,Film Production,$10+ billion (USD)
95,"Software Engineer, Front End",$93K - $145K (Glassdoor est.),4.9,"Notion
4.9","About Us:
We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.
We've been working on this together since 2016, and have customers like Pixar, Mitsubishi, Figma, Plaid, Match Group, and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.

About the Role
Remember the first time you solved a problem by programming? The delight and excitement you felt when it finally...worked? We want to deliver that experience to everyone by giving them the building blocks to create useful tools of all kinds—without needing to code. That's been the vision of computing pioneers since the 70s. Today, all the infrastructure is present, but we need your engineering to pull it off.
What You'll Achieve:
You'll work with others to build new product features from start to finish: through conception, research, implementation, and maintenance. For example, you might build an editor for inline mathematical equations.
You'll leverage your frontend knowledge to help improve performance and reliability, and polish existing features. For example, you might make it easier to select text across multiple paragraphs.
You'll work across the stack to implement features end-to-end. For example, you might build a new sidebar for displaying page comments, and over the course of implementing it you may modify an existing Node.js endpoint to fetch comment data upon page load.
Skills You'll Need to Bring:
Thoughtful problem-solving: For you, problem-solving starts with a clear and accurate understanding of the context. You can decompose tricky problems and work towards a clean solution, by yourself or with teammates. You're comfortable asking for help when you get stuck.
Familiarity with frontend technologies: You're familiar with the DOM, CSS, Javascript, and a React-like UI framework. Based on experience and knowledge of the state of the art in frontend, you make pragmatic suggestions for how to improve our frontend tooling and abstractions. If you've experienced the technical challenges of rapid growth, that's a plus.
Navigating ambiguity in design: You can translate high level designs into production-ready UI. Given clear requirements, you are comfortable making judgment calls on tradeoffs and edge cases in the user experience on your own. You don't need to see every interaction mocked out ahead of time, but you actively partner with designers to suss out the details when the requirements are unclear.
Shipping quality user experiences: You elevate the quality of the product by proactively identifying user experience problems before they ship. You don't just flag issues for others to solve—you communicate potential alternatives and brainstorm solutions with your teammates.
Pragmatic and business-oriented: You care about the business impact of what you're building, and you prioritize projects accordingly. You're not just going after cool stuff—you understand the balance between craft, speed, and the bottom line.
Put users first: You think critically about the implications of what you're building, and how it shapes real people's lives. You understand that reach comes with responsibility for our impact—good and bad.
Not ideological about technology: To you, technologies and programming languages are about tradeoffs. You may be opinionated, but you're not ideological and can learn new technologies as you go.
Empathetic communication: You communicate nuanced ideas clearly, whether you're explaining technical decisions in writing or brainstorming in real time. In disagreements, you engage thoughtfully with other perspectives and compromise when needed.
Team player: You understand when work is better, together. You enjoy collaborating cross-functionally to accomplish shared goals, and you care about learning, growing, and helping others to do the same.
Nice to Haves:
You're proficient with specific technologies that are part of our stack, including Typescript, Electron, Node.js, SQLite, and Postgres.
You have experience debugging performance issues with UI in modern browsers across multiple platforms.
You're familiar with some platform-specific quirks on the web and have designed solutions to navigate around them.
You've heard of computing pioneers like Ada Lovelace, Douglas Engelbart, Alan Kay, and others—and understand why we're big fans of their work.
You have interests outside of technology, such as in art, history, or social sciences.
We hire talented and passionate people from a variety of backgrounds because we want our global employee base to represent the wide diversity of our customers. If you’re excited about a role but your past experience doesn’t align perfectly with every bullet point listed in the job description, we still encourage you to apply. If you’re a builder at heart, share our company values, and enthusiastic about making software toolmaking ubiquitous, we want to hear from you.
Notion is proud to be an equal opportunity employer. We do not discriminate in hiring or any employment decision based on race, color, religion, national origin, age, sex (including pregnancy, childbirth, or related medical conditions), marital status, ancestry, physical or mental disability, genetic information, veteran status, gender identity or expression, sexual orientation, or other applicable legally protected characteristic. Notion considers qualified applicants with criminal histories, consistent with applicable federal, state and local law. Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation made due to a disability, please let your recruiter know.

#LI-Onsite
Show Less",North Carolina,201 to 500 Employees,Company - Private,Information Technology,2016,Enterprise Software & Network Solutions,Unknown / Non-Applicable
96,Software Engineer - New College Graduate,$122K - $183K (Glassdoor est.),3.6,"Quantcast
3.6","Quantcast is hiring Software Engineers to join our engineering teams in our San Francisco office.
As the real-time pulse of the Internet, Quantcast runs the world’s largest AI-driven insights and measurement platform directly quantifying over 100 million web destinations. We are using machine learning to drive human learning. Quantcast provides brand marketers and publishers with significant audience insights, predictive targeting and measurement solutions across the customer journey.
As a Software Engineer, you’ll seek significant answers related to Machine Learning, Distributed Storage Systems, Big Data platforms, API Development and Data Visualization.
You’ll have the opportunity to learn Software Engineering methodologies and will own projects from start to finish. You are passionate about building scalable backend systems and customer-facing applications. You will thrive in an environment where independent decision-making based on product requirements is the norm. We foster an agile environment where new ideas and software development come together to effectively pursue some of our industry's toughest problems.
Responsibilities
You will provide technical solutions to take on exciting problems in the advertising industry
You will partner with a team of engineers and work on a variety of large scale systems
You will collaborate with Product & Business Operations teams to translate business requirements and build highly robust and scalable products
You will gain exposure to existing Quantcast systems and our technologies to internal and external customers
You will be responsible for the day-to-day product operations
Requirements
BS, MS or PhD degree in computer science or related field
Excellent command of one or more programming language in Java or Python
Experience working with distributed systems, big data and large-scale systems
Deep understanding of algorithms and data structures
Extraordinary verbal and written interpersonal skills
Quantcast is an advertising technology company and the creator of an innovative intelligent audience platform that empowers brands, agencies and publishers to know and grow their audiences online. Our solutions are leveling the playing field for our customers when it comes to effectively reaching audiences online and helping them power a thriving free and open internet for everyone. Founded in 2006 and headquartered in San Francisco, Quantcast has employees in 18 offices across 10 countries.

We are committed to building an inclusive and diverse environment where everyone can be their authentic self. We work to ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Recognizing the importance of flexible work environments, Quantcast operates in a hybrid work model. This model gives employees the opportunity to work from home two days a week and work in the office for team collaboration for the remainder of the time. Our hybrid model may differ based on location or team, so please consult with your hiring manager for further information. All hybrid employees can also work remotely for two weeks each year or, if eligible, apply for our fully remote work program. We strongly encourage vaccination for all Quantcast employees as a way to stop the spread of COVID and protect yourself and others.
Show Less",North Carolina,501 to 1000 Employees,Company - Private,Information Technology,2006,Internet & Web Services,Unknown / Non-Applicable
97,Software Engineer - New College Graduate,$107K - $156K (Glassdoor est.),4.4,"Silicon Labs
4.4","We are Silicon Labs. We are a leader in secure, intelligent wireless technology for a more connected world. Our integrated hardware and software platform, intuitive development tools, unmatched ecosystem and robust support make us the ideal long-term partner in building advanced industrial, commercial, home and life applications. We make it easy for developers to solve complex wireless challenges throughout the product lifecycle and get to market quickly with innovative solutions that transform industries, grow economies and improve lives.
Why this position matters:
Our customers consider Silicon Labs as one of the most recognizable, well-respected, and innovative companies in the world of IoT. As a Software Engineer, you will be part of a highly skilled team in which every member is critical to the success of Silicon Lab’s Internet of Things product offerings. You will also work closely with cross functional teams to specify new designs, understand new product features, debug customer issues, and support customer needs.
Silicon Labs has a track record of multiple industry firsts and of transforming and disrupting large and diversified markets. Our Software Engineers are at the forefront of that success!
If you’re looking to make an impact, Silicon Labs is the place for you!
Excited? See what it’s like to be a part of the Silicon Labs Team:
http://bit.ly/SilabsGlassdoor


What You’ll Do
You will work closely with cross functional teams to specify new designs, understand new product features, and support customer needs.
You will reference application software to design and develop end products that incorporate our embedded wireless networking technology.
You will develop and test robust and scalable software infrastructure for the automated verification testing of IoT MCU & Wireless products
You will develop tools and services to enable embedded software and QA teams to efficiently build and test wireless protocol stack functionality
Learn more about the IoT solutions you will work on.
Who You Are
You are an innovator, builder, and tinkerer. You have a curious mind and a drive to succeed. You want to work with a global team of technology enthusiasts and design pioneers. Here’s what you need:
B.S. or M.S. in Computer Science, Computer Engineering, Electrical and Computer Engineering
Object-oriented programming knowledge in Python, Java, C#, or C++
Any coursework or internship experience in the following areas will be considered a plus:
Knowledge of databases and data management
Familiarity with building back-end web services in Python or NodeJS
Understanding of automated test environments for hardware validation or software QA
Familiarity with JavaScript front-end frameworks such as VueJS, React, or Angular
Ability to quickly absorb new ideas in various domains
Experience with software engineering processes such as requirements, design, implementation, and testing, and deployment
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
Show Less",North Carolina,1001 to 5000 Employees,Company - Public,Manufacturing,1996,Electronics Manufacturing,$500 million to $1 billion (USD)
98,Front-End Software Engineer,$100K - $160K (Glassdoor est.),3.9,"The New York Times
3.9","The
mission
of The New York Times is to seek the truth and help people understand the world. That means independent journalism is at the heart of all we do as a company. It’s why we have a newsroom that’s 1,700 strong and sends journalists to report on the ground from nearly 160 countries. It’s why we focus deeply on how our readers will experience our journalism, from print to audio to a world-class digital and app destination. And it’s why our business strategy centers on making journalism so good that it’s worth paying for.

Note for US based roles: Any offer of employment is contingent on providing proof of Covid-19 vaccination prior to your start date, subject to approved medical and/or religious exemptions, in accordance with applicable law.
Job Description

Every day, journalists at the New York Times report more than 200 stories from dozens of countries around the world on topics ranging from major international events to the best way to roast a chicken. Those stories are read, listened to and watched by millions of users across our web and mobile products.
As a frontend engineer at the New York Times, you will have the opportunity to work on the most impactful surfaces of our products, from custom editing interfaces for our journalists to web, mobile and email products for millions of users around the world. You can also contribute to the development of new products beyond our core journalism, such as the Crossword and NYT Cooking.
We are looking for frontend engineers of all levels and backgrounds to join multiple teams.
As a Web Engineer, you will:
Join a cross-functional team that includes peers from design, product and often editors from the newsroom
Work with current technologies including React, GraphQL and CSS Modules
Have a voice in the direction of our products
Work at scale to help deliver our journalism to millions of users around the world
Have the opportunity to work with all parts of the stack and contribute to broader architectural discussions within the organization
Be encouraged to participate in open-source projects and share your work at conferences and the Times Open blog.
To thrive in this role, you should:
Have at least one year of professional experience working with current web technologies
Be able to work in a highly collaborative environment with peers from different backgrounds and skill sets
Enjoy finding creative solutions to technical challenges and appreciate the balance between strong convictions and a pragmatic approach
Show curiosity about the world and a desire to learn and grow
Have pride in your work
Culture and Benefits:
You will be helping to power, distribute and expand what is possible for our award-winning journalism. We’ve won more Pulitzer Prizes than any other organization (including three in 2018), and you can celebrate with the award winners in our newsroom.
We believe diversity fuels innovation and creativity, and we have a variety of employee groups dedicated to fostering a diverse and inclusive workplace.
We are a New York- based engineering organization with a remote-friendly workplace that includes engineers around the world.
We are committed to career development and have a formal mentoring program. We encourage our engineers to participate in conferences and we frequently host talks by industry leaders (Sheryl Sandberg, Melinda Gates and Ta-Nehisi Coates are a few recent examples).
Every person within the tech organization is expected to spend five full days focusing on learning. We have a generous tuition reimbursement program and you can use this time on career-relevant activities like attending a formal class, internal company training, online training, a self-developed learning program or even by teaching others.
We run a Maker Week event twice a year, where Design, Product, Project, Marketing and Technology come together to work on compelling, creative, cross-functional projects.
We offer a generous parental leave policy. We also offer competitive health and dental insurance as well as 401(k) matching.
This role may require limited on-call hours. An on-call schedule will be determined when you join, taking into account team size and other variables.
#LI-AM1
The New York Times is committed to a diverse and inclusive workforce, one that reflects the varied global community we serve. Our journalism and the products we build in the service of that journalism greatly benefit from a range of perspectives, which can only come from diversity of all types, across our ranks, at all levels of the organization. Achieving true diversity and inclusion is the right thing to do. It is also the smart thing for our business. So we strongly encourage women, veterans, people with disabilities, people of color and gender nonconforming candidates to apply.
The New York Times Company is an Equal Opportunity Employer and does not discriminate on the basis of an individual's sex, age, race, color, creed, national origin, alienage, religion, marital status, pregnancy, sexual orientation or affectional preference, gender identity and expression, disability, genetic trait or predisposition, carrier status, citizenship, veteran or military status and other personal characteristics protected by law. All applications will receive consideration for employment without regard to legally protected characteristics. The New York Times Company will provide reasonable accommodations as required by applicable federal, state, and/or local laws, and will consider qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable ""Fair Chance"" laws.
Show Less",North Carolina,1001 to 5000 Employees,Company - Public,Media & Communication,1896,Broadcast Media,$1 to $5 billion (USD)
99,DevOps Engineer,$78K - $116K (Glassdoor est.),4.6,"Perimeter 81
4.6","Perimeter 81 is looking for a talented and experienced DevOps Engineer to join our rapidly expanding, venture-backed start-up, based in Chelsea, NYC.
This role is perfect for a highly experienced and proactive DevOps Engineer with outstanding coding skills, who is passionate about building flawless products.
About Perimeter 81
Perimeter 81 radically simplifies network cybersecurity with a leading Security Service Edge (SSE) platform. We’ve been recognized as a Gartner Cool Vendor and Forrester New Wave Leader™, and have raised over $100M from tier-1 investors such as Insight Partners, B-Capital, Toba Capital, and more. We are on track to achieve 30x revenue growth within the next 3 years and currently have over 200 employees based in offices in Tel Aviv, New York, and Los Angeles.
As a holistic, cloud-based solution, Perimeter 81 allows organizations of all industries and sizes to support the immediate desires of the nomads with a purpose—while still granting IT teams the ability to safely manage it all. Our 2,500 clients include SMBs to Fortune 500 businesses across a wide range of sectors and our partners are among the world’s leading managed service providers and channel resellers.
Job Description
Building, updating and implementing DevOps processes, methodologies, and tools.
Work with cross-functional teams to set up the production environment and enable solutions for business.
Contribute to design and implementation of new product developments.
Implementing automated CI/CD pipelines together with R&D and Operation team in order to deliver code faster, efficiently, and well tested.
Requirements
At least 3 years of experience as a DevOps Engineer
Vast experience in 24/7 production operations, preferably in a highly available SaaS or cloud service provider
Experience with microservices architecture - An advantage
Experience with Linux based systems and shell scripting
Container cluster manager and orchestration (ECS/K8s)
Experience with Elastic, Grafana, Logstash, and Kibana – An advantage
Experience in the CI CD field
Experience with queues (RabbitMQ, ActiveMQ, Kafka) - An advantage
Experience with Dockers and orchestrator tools – An advantage
Experience with Hashicorp tools (Consul, Vault, Terraform) – Big advantage
Experience with Cloud infrastructure AWS
Scripting languages skills and experience - Python/Ruby/Bash/Groovy (2 from the list)
Knowledge and experience with some Configuration management tools such as Ansible, chef - An advantage
Networking: Understanding network topologies and common network protocols and services (DNS, HTTP(S), SSH, CDN, Proxy,)
Perimeter 81 is an Equal Opportunity Employer and does not discriminate based on race, religion, color, national origin, sex, sexual orientation, gender identity, age, veteran status, or disability
Job Type: Full-time
Schedule:
Monday to Friday
Work Location: One location
Show Less",North Carolina,51 to 200 Employees,Unknown,Information Technology,2018,Enterprise Software & Network Solutions,Unknown / Non-Applicable
